Location,Year,Company Type,Number of Companies,Productivity
Felgueiras,2010,"Agriculture, farming, hunting, forestry and fishing",118,9200.3
Lousada,2010,"Agriculture, farming, hunting, forestry and fishing",73,5842.2
Marco de Canaveses,2010,"Agriculture, farming, hunting, forestry and fishing",85,2855
Paços de Ferreira,2010,"Agriculture, farming, hunting, forestry and fishing",44,6366.1
Penafiel,2010,"Agriculture, farming, hunting, forestry and fishing",108,9570.6
Resende,2010,"Agriculture, farming, hunting, forestry and fishing",146,3131.2
Douro,2010,"Agriculture, farming, hunting, forestry and fishing",2112,8682.2
Alijó,2010,"Agriculture, farming, hunting, forestry and fishing",191,12209.2
Armamar,2010,"Agriculture, farming, hunting, forestry and fishing",153,9293.7
Carrazeda de Ansiães,2010,"Agriculture, farming, hunting, forestry and fishing",105,8019.8
Freixo de Espada à Cinta,2010,"Agriculture, farming, hunting, forestry and fishing",65,8635.6
Lamego,2010,"Agriculture, farming, hunting, forestry and fishing",184,7386.3
Mesão Frio,2010,"Agriculture, farming, hunting, forestry and fishing",28,11663.7
Moimenta da Beira,2010,"Agriculture, farming, hunting, forestry and fishing",118,5846
Murça,2010,"Agriculture, farming, hunting, forestry and fishing",76,6190.5
Penedono,2010,"Agriculture, farming, hunting, forestry and fishing",36,10117.8
Peso da Régua,2010,"Agriculture, farming, hunting, forestry and fishing",150,8025.9
Sabrosa,2010,"Agriculture, farming, hunting, forestry and fishing",105,12371
Santa Marta de Penaguião,2010,"Agriculture, farming, hunting, forestry and fishing",128,6939.8
São João da Pesqueira,2010,"Agriculture, farming, hunting, forestry and fishing",218,9383.1
Sernancelhe,2010,"Agriculture, farming, hunting, forestry and fishing",61,6275.6
Tabuaço,2010,"Agriculture, farming, hunting, forestry and fishing",51,6946.3
Tarouca,2010,"Agriculture, farming, hunting, forestry and fishing",39,10256.8
Torre de Moncorvo,2010,"Agriculture, farming, hunting, forestry and fishing",75,5180.1
Vila Nova de Foz Côa,2010,"Agriculture, farming, hunting, forestry and fishing",102,10504.1
Vila Real,2010,"Agriculture, farming, hunting, forestry and fishing",227,6611.6
Terras de Trás-os-Montes,2010,"Agriculture, farming, hunting, forestry and fishing",1311,7777.8
Alfândega da Fé,2010,"Agriculture, farming, hunting, forestry and fishing",87,5296.2
Bragança,2010,"Agriculture, farming, hunting, forestry and fishing",265,4488.4
Macedo de Cavaleiros,2010,"Agriculture, farming, hunting, forestry and fishing",174,5276.7
Miranda do Douro,2010,"Agriculture, farming, hunting, forestry and fishing",115,7121.4
Mirandela,2010,"Agriculture, farming, hunting, forestry and fishing",227,4072.5
Mogadouro,2010,"Agriculture, farming, hunting, forestry and fishing",194,9838.4
Vila Flor,2010,"Agriculture, farming, hunting, forestry and fishing",78,15620.1
Vimioso,2010,"Agriculture, farming, hunting, forestry and fishing",80,-
Vinhais,2010,"Agriculture, farming, hunting, forestry and fishing",91,-
Centro,2010,"Agriculture, farming, hunting, forestry and fishing",13303,13926.4
Oeste,2010,"Agriculture, farming, hunting, forestry and fishing",4266,14855.2
Alcobaça,2010,"Agriculture, farming, hunting, forestry and fishing",624,15219.2
Alenquer,2010,"Agriculture, farming, hunting, forestry and fishing",231,7233.4
Arruda dos Vinhos,2010,"Agriculture, farming, hunting, forestry and fishing",76,11056
Bombarral,2010,"Agriculture, farming, hunting, forestry and fishing",309,16168.7
Cadaval,2010,"Agriculture, farming, hunting, forestry and fishing",299,13423.6
Caldas da Rainha,2010,"Agriculture, farming, hunting, forestry and fishing",474,11823.3
Lourinhã,2010,"Agriculture, farming, hunting, forestry and fishing",545,21264.4
Nazaré,2010,"Agriculture, farming, hunting, forestry and fishing",169,10063
Óbidos,2010,"Agriculture, farming, hunting, forestry and fishing",242,14115.2
Peniche,2010,"Agriculture, farming, hunting, forestry and fishing",331,16263.8
Sobral de Monte Agraço,2010,"Agriculture, farming, hunting, forestry and fishing",72,9873.8
Torres Vedras,2010,"Agriculture, farming, hunting, forestry and fishing",894,13279.6
Região de Aveiro,2010,"Agriculture, farming, hunting, forestry and fishing",1664,17233.2
Águeda,2010,"Agriculture, farming, hunting, forestry and fishing",164,12984.8
Albergaria-a-Velha,2010,"Agriculture, farming, hunting, forestry and fishing",116,11588.3
Anadia,2010,"Agriculture, farming, hunting, forestry and fishing",140,14182.6
Aveiro,2010,"Agriculture, farming, hunting, forestry and fishing",149,12494.5
Estarreja,2010,"Agriculture, farming, hunting, forestry and fishing",134,-
Ílhavo,2010,"Agriculture, farming, hunting, forestry and fishing",166,34262.7
Murtosa,2010,"Agriculture, farming, hunting, forestry and fishing",339,-
Oliveira do Bairro,2010,"Agriculture, farming, hunting, forestry and fishing",82,7288
Ovar,2010,"Agriculture, farming, hunting, forestry and fishing",155,12389.4
Sever do Vouga,2010,"Agriculture, farming, hunting, forestry and fishing",108,-
Vagos,2010,"Agriculture, farming, hunting, forestry and fishing",111,10114.6
Região de Coimbra,2010,"Agriculture, farming, hunting, forestry and fishing",1733,14871.1
Arganil,2010,"Agriculture, farming, hunting, forestry and fishing",45,12183
Cantanhede,2010,"Agriculture, farming, hunting, forestry and fishing",203,14039.3
Coimbra,2010,"Agriculture, farming, hunting, forestry and fishing",174,15170.6
Condeixa-a-Nova,2010,"Agriculture, farming, hunting, forestry and fishing",29,5421.4
Figueira da Foz,2010,"Agriculture, farming, hunting, forestry and fishing",269,13669.1
Góis,2010,"Agriculture, farming, hunting, forestry and fishing",32,14654.7
Lousã,2010,"Agriculture, farming, hunting, forestry and fishing",36,-
Mealhada,2010,"Agriculture, farming, hunting, forestry and fishing",59,17617.8
Mira,2010,"Agriculture, farming, hunting, forestry and fishing",64,33770.6
Miranda do Corvo,2010,"Agriculture, farming, hunting, forestry and fishing",93,-
Montemor-o-Velho,2010,"Agriculture, farming, hunting, forestry and fishing",331,-
Mortágua,2010,"Agriculture, farming, hunting, forestry and fishing",115,15270.2
Oliveira do Hospital,2010,"Agriculture, farming, hunting, forestry and fishing",53,8838.7
Pampilhosa da Serra,2010,"Agriculture, farming, hunting, forestry and fishing",20,-
Penacova,2010,"Agriculture, farming, hunting, forestry and fishing",56,-
Penela,2010,"Agriculture, farming, hunting, forestry and fishing",23,16454.2
Soure,2010,"Agriculture, farming, hunting, forestry and fishing",65,10519.6
Tábua,2010,"Agriculture, farming, hunting, forestry and fishing",48,-
Vila Nova de Poiares,2010,"Agriculture, farming, hunting, forestry and fishing",18,-
Região de Leiria,2010,"Agriculture, farming, hunting, forestry and fishing",1176,14527.4
Alvaiázere,2010,"Agriculture, farming, hunting, forestry and fishing",42,10350.6
Ansião,2010,"Agriculture, farming, hunting, forestry and fishing",51,12069.7
Batalha,2010,"Agriculture, farming, hunting, forestry and fishing",60,16287.1
Castanheira de Pêra,2010,"Agriculture, farming, hunting, forestry and fishing",12,18925.3
Figueiró dos Vinhos,2010,"Agriculture, farming, hunting, forestry and fishing",27,14994.9
Leiria,2010,"Agriculture, farming, hunting, forestry and fishing",523,15950.7
Marinha Grande,2010,"Agriculture, farming, hunting, forestry and fishing",32,4305.4
Pedrógão Grande,2010,"Agriculture, farming, hunting, forestry and fishing",19,8734.9
Pombal,2010,"Agriculture, farming, hunting, forestry and fishing",234,15258.3
Porto de Mós,2010,"Agriculture, farming, hunting, forestry and fishing",176,9606.6
Viseu Dão Lafões,2010,"Agriculture, farming, hunting, forestry and fishing",1270,11170.4
Aguiar da Beira,2010,"Agriculture, farming, hunting, forestry and fishing",66,6694.8
Carregal do Sal,2010,"Agriculture, farming, hunting, forestry and fishing",74,5493.5
Castro Daire,2010,"Agriculture, farming, hunting, forestry and fishing",90,-
Mangualde,2010,"Agriculture, farming, hunting, forestry and fishing",44,9154.2
Nelas,2010,"Agriculture, farming, hunting, forestry and fishing",34,3943.4
Oliveira de Frades,2010,"Agriculture, farming, hunting, forestry and fishing",154,12883.8
Penalva do Castelo,2010,"Agriculture, farming, hunting, forestry and fishing",39,9932.9
Santa Comba Dão,2010,"Agriculture, farming, hunting, forestry and fishing",64,-
São Pedro do Sul,2010,"Agriculture, farming, hunting, forestry and fishing",145,10151
Sátão,2010,"Agriculture, farming, hunting, forestry and fishing",59,-
Tondela,2010,"Agriculture, farming, hunting, forestry and fishing",141,15833.1
Vila Nova de Paiva,2010,"Agriculture, farming, hunting, forestry and fishing",36,12976
Viseu,2010,"Agriculture, farming, hunting, forestry and fishing",179,12871.8
Vouzela,2010,"Agriculture, farming, hunting, forestry and fishing",145,9516.6
Beira Baixa,2010,"Agriculture, farming, hunting, forestry and fishing",756,7709.8
Castelo Branco,2010,"Agriculture, farming, hunting, forestry and fishing",342,8355.7
Idanha-a-Nova,2010,"Agriculture, farming, hunting, forestry and fishing",249,5308.6
Oleiros,2010,"Agriculture, farming, hunting, forestry and fishing",32,18648.9
Penamacor,2010,"Agriculture, farming, hunting, forestry and fishing",60,8057.8
Proença-a-Nova,2010,"Agriculture, farming, hunting, forestry and fishing",42,7867.7
Vila Velha de Ródão,2010,"Agriculture, farming, hunting, forestry and fishing",31,8252.5
Médio Tejo,2010,"Agriculture, farming, hunting, forestry and fishing",1016,17023.9
Abrantes,2010,"Agriculture, farming, hunting, forestry and fishing",201,7411.1
Alcanena,2010,"Agriculture, farming, hunting, forestry and fishing",84,5987.3
Constância,2010,"Agriculture, farming, hunting, forestry and fishing",17,97105.9
Entroncamento,2010,"Agriculture, farming, hunting, forestry and fishing",16,2237
Ferreira do Zêzere,2010,"Agriculture, farming, hunting, forestry and fishing",62,26683.7
Mação,2010,"Agriculture, farming, hunting, forestry and fishing",42,-
Ourém,2010,"Agriculture, farming, hunting, forestry and fishing",109,23039.1
Sardoal,2010,"Agriculture, farming, hunting, forestry and fishing",28,-
Sertã,2010,"Agriculture, farming, hunting, forestry and fishing",113,16493.4
Tomar,2010,"Agriculture, farming, hunting, forestry and fishing",147,15395.5
Torres Novas,2010,"Agriculture, farming, hunting, forestry and fishing",163,10793.4
Vila de Rei,2010,"Agriculture, farming, hunting, forestry and fishing",18,13988.6
Vila Nova da Barquinha,2010,"Agriculture, farming, hunting, forestry and fishing",16,7454.3
Beiras e Serra da Estrela,2010,"Agriculture, farming, hunting, forestry and fishing",1422,6375.3
Almeida,2010,"Agriculture, farming, hunting, forestry and fishing",100,5659.8
Belmonte,2010,"Agriculture, farming, hunting, forestry and fishing",52,8044.2
Celorico da Beira,2010,"Agriculture, farming, hunting, forestry and fishing",97,3163.7
Covilhã,2010,"Agriculture, farming, hunting, forestry and fishing",153,6470.1
Figueira de Castelo Rodrigo,2010,"Agriculture, farming, hunting, forestry and fishing",136,4904.6
Fornos de Algodres,2010,"Agriculture, farming, hunting, forestry and fishing",14,10349.8
Fundão,2010,"Agriculture, farming, hunting, forestry and fishing",262,7087
Gouveia,2010,"Agriculture, farming, hunting, forestry and fishing",86,3655.4
Guarda,2010,"Agriculture, farming, hunting, forestry and fishing",137,8935.4
Manteigas,2010,"Agriculture, farming, hunting, forestry and fishing",6,5235.6
Mêda,2010,"Agriculture, farming, hunting, forestry and fishing",50,7193.1
